"../test-repos/Microsoft_satcheljs/src/actionCreator.ts","actionCreator","TActionCreator"
"../test-repos/Microsoft_satcheljs/src/actionCreator.ts","action","TActionCreator"
"../test-repos/Microsoft_satcheljs/src/actionCreator.ts","createActionCreator","TActionCreator"
"../test-repos/Microsoft_satcheljs/src/actionCreator.ts","getPrivateActionId","any"
"../test-repos/Microsoft_satcheljs/src/actionCreator.ts","setPrivateActionId","void"
"../test-repos/Microsoft_satcheljs/src/legacy/functionInternals.ts","setOriginalTarget","void"
"../test-repos/Microsoft_satcheljs/src/legacy/functionInternals.ts","getOriginalTarget","any"
"../test-repos/Microsoft_satcheljs/src/legacy/functionInternals.ts","setActionType","void"
"../test-repos/Microsoft_satcheljs/src/legacy/functionInternals.ts","getActionType","any"
"../test-repos/Microsoft_satcheljs/src/legacy/trace/trace.ts","trace","void | Promise<any>"
"../test-repos/Microsoft_satcheljs/src/legacy/trace/trace.ts","log","void"
"../test-repos/Microsoft_satcheljs/src/legacy/createUndo.ts","initializeSpy","void"
"../test-repos/Microsoft_satcheljs/src/legacy/createUndo.ts","disposeSpy","void"
"../test-repos/Microsoft_satcheljs/src/legacy/createUndo.ts","spyOnChanges","void"
"../test-repos/Microsoft_satcheljs/src/legacy/createUndo.ts","trackUndo","UndoResult<T>"
"../test-repos/Microsoft_satcheljs/src/legacy/createUndo.ts","createUndo","CreateUndoReturnValue<T>"
"../test-repos/Microsoft_satcheljs/src/legacy/select.ts","createCursorFromSelector","any"
"../test-repos/Microsoft_satcheljs/src/legacy/select.ts","select","<Target extends Function>(target: Target) => Target"
"../test-repos/Microsoft_satcheljs/src/legacy/legacyApplyMiddleware.ts","applyMiddleware","void"
"../test-repos/Microsoft_satcheljs/src/legacy/legacyApplyMiddleware.ts","applyMiddlewareInternal","DispatchFunction"
"../test-repos/Microsoft_satcheljs/src/legacy/legacyApplyMiddleware.ts","dispatchWithMiddleware","void"
"../test-repos/Microsoft_satcheljs/src/legacy/legacyApplyMiddleware.ts","finalDispatch","void | Promise<any>"
"../test-repos/Microsoft_satcheljs/src/legacy/action.ts","action","ActionFactory"
"../test-repos/Microsoft_satcheljs/src/legacy/action.ts","wrapFunctionInAction","T"
"../test-repos/Microsoft_satcheljs/src/legacy/action.ts","decorateClassMethod","void"
"../test-repos/Microsoft_satcheljs/src/legacy/stitch/stitch.ts","stitch","void | Promise<any>"
"../test-repos/Microsoft_satcheljs/src/legacy/stitch/stitch.ts","subscribe","void"
"../test-repos/Microsoft_satcheljs/src/legacy/stitch/stitch.ts","raise","void"
"../test-repos/Microsoft_satcheljs/src/legacy/stitch/stitch.ts","raiseAction","T"
"../test-repos/Microsoft_satcheljs/src/legacy/dispatch.ts","dispatch","void"
"../test-repos/Microsoft_satcheljs/src/legacy/promise/install.ts","install","() => void"
"../test-repos/Microsoft_satcheljs/src/legacy/promise/promiseMiddleware.ts","getCurrentAction","string"
"../test-repos/Microsoft_satcheljs/src/legacy/promise/promiseMiddleware.ts","promiseMiddleware","void | Promise<any>"
"../test-repos/Microsoft_satcheljs/src/legacy/promise/actionWrappers.ts","wrapThen","(onFulfilled?: Function, onRejected?: Function) => any"
"../test-repos/Microsoft_satcheljs/src/legacy/promise/actionWrappers.ts","wrapCatch","(onRejected?: Function) => any"
"../test-repos/Microsoft_satcheljs/src/legacy/promise/actionWrappers.ts","wrapInAction","Function"
"../test-repos/Microsoft_satcheljs/src/legacy/react/reactive.ts","setPropAccessors","any"
"../test-repos/Microsoft_satcheljs/src/legacy/react/reactive.ts","createNewConstructor","any"
"../test-repos/Microsoft_satcheljs/src/legacy/react/reactive.ts","createNewFunctionalComponent","any"
"../test-repos/Microsoft_satcheljs/src/legacy/react/reactive.ts","isReactComponent","any"
"../test-repos/Microsoft_satcheljs/src/legacy/react/reactive.ts","isFunction","boolean"
"../test-repos/Microsoft_satcheljs/src/legacy/react/reactive.ts","reactive","any"
"../test-repos/Microsoft_satcheljs/src/legacy/testMode.ts","initializeTestMode","void"
"../test-repos/Microsoft_satcheljs/src/legacy/testMode.ts","resetTestMode","void"
"../test-repos/Microsoft_satcheljs/src/mutator.ts","mutator","MutatorFunction<T>"
"../test-repos/Microsoft_satcheljs/src/simpleSubscribers.ts","createSimpleSubscriber","<T extends SimpleAction>(actionType: string, target: T) => T"
"../test-repos/Microsoft_satcheljs/src/getRootStore.ts","getRootStore","any"
"../test-repos/Microsoft_satcheljs/src/dispatcher.ts","subscribe","void"
"../test-repos/Microsoft_satcheljs/src/dispatcher.ts","dispatch","void"
"../test-repos/Microsoft_satcheljs/src/dispatcher.ts","finalDispatch","void | Promise<void>"
"../test-repos/Microsoft_satcheljs/src/globalContext.ts","__resetGlobalContext","void"
"../test-repos/Microsoft_satcheljs/src/globalContext.ts","ensureGlobalContextSchemaVersion","void"
"../test-repos/Microsoft_satcheljs/src/globalContext.ts","getGlobalContext","GlobalContext"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","boolean","boolean"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","string","boolean"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","is","boolean"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","makeDiagnostic","any"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","computeKey","string"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","recordCodeAction","void"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","convertSeverity","any"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","isUNC","boolean"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","getFileSystemPath","string"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","getFilePath","string"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","globalNpmPath","string"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","globalYarnPath","string"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","resolveSettings","any"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","is","boolean"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","is","boolean"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","getFixes","any[]"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","createTextEdit","any"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","environmentChanged","void"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","trace","void"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","validateSingle","any"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","validateMany","void"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","getMessage","string"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","validate","void"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","isNoConfigFoundError","boolean"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","tryHandleNoConfig","Status"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","tryHandleConfigError","Status"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","handleFileName","Status"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","tryHandleMissingModule","Status"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","handleMissingModule","Status"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","showErrorMessage","Status"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","createTextEdit","any"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","getLastEdit","AutoFix"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","computeAllFixes","any[]"
"../test-repos/Microsoft_vscode-eslint/server/src/eslintServer.ts","createTextEdit","any"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","boolean","boolean"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","string","boolean"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","is","boolean"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","is","boolean"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","pickFolder","any"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","enable","void"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","disable","void"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","createDefaultConfiguration","void"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","shouldBeValidated","boolean"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","activate","void"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","didOpenTextDocument","void"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","configurationChanged","void"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","realActivate","void"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","showStatusBarItem","void"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","updateStatus","void"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","updateStatusBarVisibility","void"
"../test-repos/Microsoft_vscode-eslint/client/src/extension.ts","deactivate","void"
"../test-repos/Microsoft_vscode-eslint/client/src/tasks.ts","exists","Promise<boolean>"
"../test-repos/Microsoft_vsts-extension-samples/data-storage/src/dataStorage/settings.ts","saveSettings","void"
"../test-repos/Microsoft_vsts-extension-samples/data-storage/src/dataStorage/settings.ts","getSettings","void"
"../test-repos/Microsoft_vsts-extension-samples/data-storage/src/dataStorage/notesGrids.ts","getActionArgs","{ selectedNote: any[]; selectedNotes: Note; }"
"../test-repos/Microsoft_vsts-extension-samples/analytics-example-widget/scripts/common/WidgetSettings.ts","areSettingsValid","boolean"
"../test-repos/Microsoft_vsts-extension-samples/analytics-example-widget/scripts/data/MetadataQuery.ts","mapReferenceNameForQuery","string"
"../test-repos/Microsoft_vsts-extension-samples/analytics-example-widget/scripts/data/MetadataQuery.ts","hasMetadataMapping","boolean"
"../test-repos/NativeScript_sample-Groceries/app/shared/dialog-util.ts","alert","any"
"../test-repos/NativeScript_sample-Groceries/app/shared/status-bar-util.ts","setStatusBarColors","void"
"../test-repos/Neufund_TypeChain/test/integration/utils/web3Contracts.ts","deployContract","Promise<any>"
"../test-repos/Neufund_TypeChain/test/integration/web3.ts","createNewBlockchain","Promise<{ web3: any; accounts: any; }>"
"../test-repos/Neufund_TypeChain/runtime/typechain-runtime.ts","promisify","Promise<any>"
"../test-repos/Neufund_TypeChain/lib/abiParser.ts","parse","Contract"
"../test-repos/Neufund_TypeChain/lib/abiParser.ts","checkForOverloads","ConstantFunctionDeclaration | ConstantDeclaration"
"../test-repos/Neufund_TypeChain/lib/abiParser.ts","parseOutputs","EvmType[]"
"../test-repos/Neufund_TypeChain/lib/abiParser.ts","parseConstant","ConstantDeclaration"
"../test-repos/Neufund_TypeChain/lib/abiParser.ts","parseConstantFunction","ConstantFunctionDeclaration"
"../test-repos/Neufund_TypeChain/lib/abiParser.ts","parseFunctionDeclaration","FunctionDeclaration"
"../test-repos/Neufund_TypeChain/lib/abiParser.ts","parseRawAbiParameter","AbiParameter"
"../test-repos/Neufund_TypeChain/lib/abiParser.ts","extractAbi","RawAbiDefinition[]"
"../test-repos/Neufund_TypeChain/lib/generateSource.ts","generateSource","string"
"../test-repos/Neufund_TypeChain/lib/generateSource.ts","codeGenForContract","string"
"../test-repos/Neufund_TypeChain/lib/generateSource.ts","codeGenForParams","string"
"../test-repos/Neufund_TypeChain/lib/generateSource.ts","codeGenForArgs","string"
"../test-repos/Neufund_TypeChain/lib/generateSource.ts","codeGenForOutputTypeList","string"
"../test-repos/Neufund_TypeChain/lib/cli.ts","main","Promise<void>"
"../test-repos/Neufund_TypeChain/lib/cli.ts","processFile","void"
"../test-repos/Neufund_TypeChain/lib/cli.ts","getFilenameWithoutAnyExtensions","string"
"../test-repos/Neufund_TypeChain/lib/cli.ts","getRelativeModulePath","string"
"../test-repos/Neufund_TypeChain/lib/utils.ts","getVersion","string"
"../test-repos/Neufund_TypeChain/lib/parseArgs.ts","parseArgs","IOptions"
"../test-repos/Neufund_TypeChain/lib/copyRuntime.ts","copyRuntime","void"
"../test-repos/Neufund_TypeChain/lib/typeParser.ts","parseEvmType","EvmType"
"../test-repos/Polymer_lit-html/tools/src/site.ts","generateDocs","Promise<void>"
"../test-repos/Polymer_lit-html/tools/src/site.ts","sortOutline","Outline"
"../test-repos/Polymer_lit-html/src/lit-html.ts","defaultTemplateFactory","Template"
"../test-repos/Polymer_lit-html/src/lit-html.ts","render","void"
"../test-repos/Polymer_lit-html/src/lit-html.ts","findTagClose","number"
"../test-repos/Polymer_lit-html/src/lib/repeat.ts","cleanMap","void"
"../test-repos/Polymer_lit-html/src/lib/repeat.ts","repeat","DirectiveFn<Part>"
"../test-repos/Polymer_lit-html/src/lib/repeat.ts","repeat","DirectiveFn<Part>"
"../test-repos/Polymer_lit-html/src/lib/repeat.ts","repeat","DirectiveFn<Part>"
"../test-repos/Polymer_lit-html/src/lib/shady-render.ts","render","void"
"../test-repos/SebastianM_angular-google-maps/packages/core/core.module.ts","coreDirectives","(typeof AgmMap | typeof AgmMarker | typeof AgmInfoWindow | typeof AgmCircle | typeof AgmPolygon | typeof AgmPolyline | typeof AgmPolylinePoint | typeof AgmKmlLayer | typeof AgmDataLayer)[]"
"../test-repos/SierraSoftworks_Iridium/test/Model.ts","createInstanceImplementation","any"
"../test-repos/SierraSoftworks_Iridium/test/issues/#83.ts","build_dataset","{ i: number; x: Date; }[]"
"../test-repos/SierraSoftworks_Iridium/benchmarks/mongodb.ts","benchmark","any"
"../test-repos/SierraSoftworks_Iridium/lib/Decorators.ts","Collection","(target: InstanceImplementation<any, any>) => void"
"../test-repos/SierraSoftworks_Iridium/lib/Decorators.ts","Index","(target: InstanceImplementation<any, any>) => void"
"../test-repos/SierraSoftworks_Iridium/lib/Decorators.ts","Validate","(target: InstanceImplementation<any, any>) => void"
"../test-repos/SierraSoftworks_Iridium/lib/Decorators.ts","Property","(target: Instance<any, any>, name: string) => void"
"../test-repos/SierraSoftworks_Iridium/lib/Decorators.ts","Property","(target: Instance<any, any>, name: string) => void"
"../test-repos/SierraSoftworks_Iridium/lib/Decorators.ts","Property","(target: Instance<any, any>, name: string) => void"
"../test-repos/SierraSoftworks_Iridium/lib/Decorators.ts","Transform","(target: InstanceImplementation<any, any> | Instance<any, any>, property?: string) => void"
"../test-repos/SierraSoftworks_Iridium/lib/Decorators.ts","ObjectID","void"
"../test-repos/SierraSoftworks_Iridium/lib/Decorators.ts","Binary","void"
"../test-repos/SierraSoftworks_Iridium/lib/Decorators.ts","MapReduce","(target: InstanceImplementation<any, any>) => void"
"../test-repos/SierraSoftworks_Iridium/lib/middleware/Express.ts","ExpressMiddlewareFactory","ExpressMiddleware"
"../test-repos/SierraSoftworks_Iridium/lib/utils/UrlBuilder.ts","BuildUrl","string"
"../test-repos/SierraSoftworks_Iridium/lib/utils/UrlBuilder.ts","buildHostList","string"
"../test-repos/SierraSoftworks_Iridium/lib/utils/ObjectID.ts","toObjectID","any"
"../test-repos/SierraSoftworks_Iridium/lib/MapReduce.ts","emit","void"
"../test-repos/SierraSoftworks_Iridium/lib/Validators.ts","DefaultValidators","any[]"
"../test-repos/SierraSoftworks_Iridium/lib/ModelSpecificInstance.ts","ModelSpecificInstance","ModelSpecificInstanceConstructor<TDocument, TInstance>"
"../test-repos/adriancarriger_angularfire2-offline/src/database/database.ts","isNil","boolean"
"../test-repos/adriancarriger_angularfire2-offline/src/database/database.ts","unwrap","any"
"../test-repos/adriancarriger_angularfire2-offline/src/database/list/emulate-query.ts","isNil","boolean"
"../test-repos/adriancarriger_angularfire2-offline/src/database/list/emulate-query.ts","hasKey","boolean"
"../test-repos/adriancarriger_angularfire2-offline/src/database/list/emulate-query.spec.ts","readable","string"
"../test-repos/adriancarriger_angularfire2-offline/src/database/offline-storage/localforage.ts","LocalForageToken","any"
"../test-repos/adriancarriger_angularfire2-offline/src/database/offline-storage/localforage.ts","localforageFactory","any"
"../test-repos/adriancarriger_angularfire2-offline/src/database/offline-storage/offline-write.ts","OfflineWrite","Promise<void>"
"../test-repos/adriancarriger_angularfire2-offline/src/database/offline-storage/offline-write.ts","WriteComplete","Promise<unknown>"
"../test-repos/adriancarriger_angularfire2-offline/src/database/offline-storage/local-update-service.ts","LOCAL_UPDATE_SERVICE_PROVIDER_FACTORY","LocalUpdateService"
"../test-repos/adriancarriger_angularfire2-offline/src/index.ts","ANGULARFIRE_OFFLINE_PROVIDER_FACTORY","AngularFireOfflineDatabase"
"../test-repos/akserg_ng2-dnd/tests/dnd.sortable.spec.ts","swap","void"
"../test-repos/akserg_ng2-dnd/tests/dnd.sortable.spec.ts","swapMultiple","void"
"../test-repos/akserg_ng2-dnd/tests/dnd.component.factory.ts","triggerEvent","void"
"../test-repos/akserg_ng2-dnd/src/dnd.service.ts","dragDropServiceFactory","DragDropService"
"../test-repos/akserg_ng2-dnd/src/dnd.service.ts","dragDropSortableServiceFactory","DragDropSortableService"
"../test-repos/akserg_ng2-dnd/src/dnd.utils.ts","isString","boolean"
"../test-repos/akserg_ng2-dnd/src/dnd.utils.ts","isPresent","boolean"
"../test-repos/akserg_ng2-dnd/src/dnd.utils.ts","isFunction","boolean"
"../test-repos/akserg_ng2-dnd/src/dnd.utils.ts","createImage","HTMLImageElement"
"../test-repos/akserg_ng2-dnd/src/dnd.utils.ts","callFun","any"
"../test-repos/apollographql_apollo-link/packages/apollo-link-retry/src/delayFunction.ts","buildDelayFunction","DelayFunction"
"../test-repos/apollographql_apollo-link/packages/apollo-link-retry/src/__tests__/delayFunction.ts","delayRange","any[]"
"../test-repos/apollographql_apollo-link/packages/apollo-link-retry/src/retryFunction.ts","buildRetryFunction","RetryFunction"
"../test-repos/apollographql_apollo-link/packages/zen-observable-ts/src/zenObservable.ts","require","any"
"../test-repos/apollographql_apollo-link/packages/apollo-link/src/test-utils/testingUtils.ts","checkCalls","void"
"../test-repos/apollographql_apollo-link/packages/apollo-link/src/test-utils/testingUtils.ts","testLinkResults","void"
"../test-repos/apollographql_apollo-link/packages/apollo-link/src/link.ts","execute","any"
"../test-repos/apollographql_apollo-link/packages/apollo-link/src/linkUtils.ts","validateOperation","GraphQLRequest"
"../test-repos/apollographql_apollo-link/packages/apollo-link/src/linkUtils.ts","isTerminating","boolean"
"../test-repos/apollographql_apollo-link/packages/apollo-link/src/linkUtils.ts","toPromise","Promise<R>"
"../test-repos/apollographql_apollo-link/packages/apollo-link/src/linkUtils.ts","fromPromise","any"
"../test-repos/apollographql_apollo-link/packages/apollo-link/src/linkUtils.ts","fromError","any"
"../test-repos/apollographql_apollo-link/packages/apollo-link/src/linkUtils.ts","transformOperation","GraphQLRequest"
"../test-repos/apollographql_apollo-link/packages/apollo-link/src/linkUtils.ts","createOperation","Operation"
"../test-repos/apollographql_apollo-link/packages/apollo-link/src/linkUtils.ts","getKey","string"
"../test-repos/apollographql_apollo-link/packages/apollo-link-batch/src/__tests__/batchLink.ts","requestToKey","string"
"../test-repos/apollographql_apollo-link/packages/apollo-link-batch/src/__tests__/batchLink.ts","createMockBatchHandler","BatchHandler"
"../test-repos/apollographql_apollo-link/packages/apollo-link-dedup/src/__tests__/dedupLink.ts","getOperationName","string"
"../test-repos/apollographql_apollo-link/packages/apollo-link-http/src/httpLink.ts","rewriteURIForGET","{ parseError: any; newURI?: undefined; } | { newURI: string; parseError?: undefined; }"
"../test-repos/apollographql_react-apollo/test/test-utils/createClient.ts","createClient","any"
"../test-repos/apollographql_react-apollo/test/test-utils/wait.ts","wait","Promise<void>"
"../test-repos/apollographql_react-apollo/test/test-utils/stripSymbols.ts","stripSymbols","T"
"../test-repos/apollographql_react-apollo/src/getDataFromTree.ts","getProps","P"
"../test-repos/apollographql_react-apollo/src/getDataFromTree.ts","isReactElement","boolean"
"../test-repos/apollographql_react-apollo/src/getDataFromTree.ts","isComponentClass","boolean"
"../test-repos/apollographql_react-apollo/src/getDataFromTree.ts","providesChildContext","boolean"
"../test-repos/apollographql_react-apollo/src/getDataFromTree.ts","walkTree","void"
"../test-repos/apollographql_react-apollo/src/getDataFromTree.ts","hasFetchDataFunction","boolean"
"../test-repos/apollographql_react-apollo/src/getDataFromTree.ts","isPromise","boolean"
"../test-repos/apollographql_react-apollo/src/getDataFromTree.ts","getQueriesFromTree","QueryTreeResult<Cache>[]"
"../test-repos/apollographql_react-apollo/src/getDataFromTree.ts","getDataFromTree","Promise<void>"
"../test-repos/apollographql_react-apollo/src/parser.ts","parser","IDocumentDefinition"
"../test-repos/apollographql_react-apollo/src/test-links.ts","requestToKey","string"
"../test-repos/apollographql_react-apollo/src/test-links.ts","mockSingleLink","any"
"../test-repos/apollographql_react-apollo/src/test-links.ts","mockObservableLink","MockSubscriptionLink"
"../test-repos/apollographql_react-apollo/src/renderToStringWithData.ts","renderToStringWithData","Promise<string>"
"../test-repos/artemsky_ng-snotify/src/snotify/decorators/set-toast-type.decorator.ts","SetToastType","{ value: (...args: any[]) => any; }"
"../test-repos/artemsky_ng-snotify/src/snotify/decorators/transform-argument.decorator.ts","TransformArgument","{ value: (...args: any[]) => any; }"
"../test-repos/artemsky_ng-snotify/src/snotify/utils.ts","uuid","number"
"../test-repos/artemsky_ng-snotify/src/snotify/utils.ts","isObject","boolean"
"../test-repos/artemsky_ng-snotify/src/snotify/utils.ts","mergeDeep","{}"
"../test-repos/artemsky_ng-snotify/src/snotify/utils.ts","animate","void"
"../test-repos/biesbjerg_ngx-translate-extract/src/utils/utils.ts","_","string | string[]"
"../test-repos/btroncone_ngrx-store-localstorage/spec/index_spec.ts","mockStorageKeySerializer","any"
"../test-repos/cbowdon_TsMonad/test/examples.ts","getBusPass","Maybe<BusPass>"
"../test-repos/cbowdon_TsMonad/test/examples.ts","getBusPass","Either<string, BusPass>"
"../test-repos/cbowdon_TsMonad/src/writer.ts","writer","Writer<S, T>"
"../test-repos/cbowdon_TsMonad/src/maybe.ts","maybe","Maybe<T>"
"../test-repos/cbowdon_TsMonad/src/either.ts","exists","boolean"
"../test-repos/cbowdon_TsMonad/src/either.ts","either","Either<L, R>"
"../test-repos/convoyinc_apollo-cache-hermes/test/unit/context/CacheContext/addTypeName.ts","transformDocument","OperationInstance"
"../test-repos/convoyinc_apollo-cache-hermes/test/unit/context/CacheContext/addTypeName.ts","fieldNames","string[]"
"../test-repos/convoyinc_apollo-cache-hermes/test/unit/context/CacheContext/entityTransformation.ts","queryWithTypename","{ document: any; rootId: string; variables?: JsonObject; fragmentName?: string; fromFragmentDocument?: boolean; }"
"../test-repos/convoyinc_apollo-cache-hermes/test/unit/context/CacheContext/entityTransformation.ts","mixinHelperMethods","void"
"../test-repos/convoyinc_apollo-cache-hermes/test/unit/context/CacheContext/entityTransformation.ts","mixinHelperMethods","void"
"../test-repos/convoyinc_apollo-cache-hermes/test/unit/context/CacheContext/entityTransformation.ts","mixinHelperMethods","void"
"../test-repos/convoyinc_apollo-cache-hermes/test/unit/context/CacheContext/entityTransformation.ts","mixinHelperMethods","void"
"../test-repos/convoyinc_apollo-cache-hermes/test/unit/util/ast/selectionSetIsStatic.ts","selection","any"
"../test-repos/convoyinc_apollo-cache-hermes/test/unit/util/ast/selectionSetIsStatic.ts","fragmentGetter","any"
"../test-repos/convoyinc_apollo-cache-hermes/test/unit/ParsedQueryNode/expandVariables.ts","makeFieldMap","ParsedQueryWithVariables"
"../test-repos/convoyinc_apollo-cache-hermes/test/unit/ParsedQueryNode/fragments.ts","parseOperation","{ parsedQuery: DeepReadonly<ParsedQueryWithVariables>; variables: Set<string>; }"
